Start Time,End Time,Speaker,Age,Gender,Transcription,emotion,Audio File Path
11.55659375,16.33221875,SPEAKER_03,0.5573857426643372,1," Oh, crabby patties, huh? Finest under the sea!",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_4.wav
15.47159375,19.85909375,SPEAKER_02,0.5305688977241516,1," Yeah, yeah sure, but where's the pizzazz? Huh?",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_4.wav
0.03096875,6.98346875,SPEAKER_00,0.5266333222389221,1," Look at this place. I mean, what is the theme here? Under water? It's boring!",ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_5.wav
6.98346875,10.03784375,SPEAKER_01,0.4945344924926758,0, Water,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_5.wav
10.03784375,19.97721875,SPEAKER_02,0.6034331321716309,1," A spier. Hey, hey funny guy, I got a joke for you. What smells rotten and puts people to sleep? Um, now just get...",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_5.wav
0.03096875,2.84909375,SPEAKER_02,0.4734392464160919,1, Yes? No Your AC,ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_6.wav
5.14409375,7.236593750000001,SPEAKER_00,0.295017808675766,1, Heaven I love,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_6.wav
7.236593750000001,12.34971875,SPEAKER_02,0.4977060258388519,1, I've seen more alert people in a retirement home.,ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_6.wav
12.34971875,15.03284375,SPEAKER_01,0.4521632492542267,1, which way to the living without a brain seminar.,ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_6.wav
15.03284375,19.97721875,SPEAKER_02,0.4553366005420685,1, Don't be late. I've heard better comebacks from a turkey sandwich,ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_6.wav
0.03096875,8.46846875,SPEAKER_00,0.5663990378379822,1, Get a life! Well maybe we wouldn't sound so bad if some people didn't try to play with big meaty claws!,ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_7.wav
8.46846875,12.02909375,SPEAKER_01,0.5869213938713074,1," What did you say, punk? BIG!",ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_7.wav
12.02909375,14.47596875,SPEAKER_02,0.60088711977005,1, Mickey Claus!,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_7.wav
18.47534375,19.97721875,SPEAKER_02,0.5113652348518372,1," Yeah, uh, we're with the pedal.",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_7.wav
0.03096875,4.232843750000001,SPEAKER_00,0.5684793591499329,1, I understand you have a dying animal on the premises.,neu,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_8.wav
11.52284375,14.98221875,SPEAKER_01,0.4943560659885406,1, How many times do we have to teach you this lesson old man?,ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_8.wav
14.98221875,17.88471875,SPEAKER_02,0.560051441192627,1, I love the young people.,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_8.wav
3.15284375,4.97534375,SPEAKER_03,0.2638119757175445,1, And...,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_9.wav
7.472843750000001,11.961593750000002,SPEAKER_01,0.4221817255020141,1, Could you be any slower? And you've had your blinker on for the last five blocks.,ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_9.wav
0.03096875,5.05971875,SPEAKER_01,0.3833232522010803,1," Hey mister, could you tell the ball back over here? Hey, how's that I joined you kids?",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_10.wav
6.679718750000001,12.012218750000002,SPEAKER_02,0.3548372387886047,0," Uh, that's okay, you can keep it. Why do all people I got to run up fun?",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_10.wav
12.012218750000002,15.15096875,SPEAKER_00,0.4280814230442047,1, Who the barnacles is SpongeBob SquarePants?,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_10.wav
15.25221875,18.99846875,SPEAKER_03,0.3253293633460998,0," I believe you went to kindergarten with him, dear. Kidder-garten, huh?",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_10.wav
0.6890937500000001,5.312843750000001,SPEAKER_00,0.3690133094787597,1," Oh yeah, square pants. Well, I guess it's time to move again.",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_11.wav
5.56596875,9.480968750000002,SPEAKER_02,0.409612625837326,0," Hey, I know you. Yeah, from today's paper.",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_11.wav
9.480968750000002,19.97721875,SPEAKER_01,0.5137611031532288,0," Local nutcase tries to fly. I'm a nutcase because I follow my dreams. Well, they laughed at the guy who invented light bulbs, too. No, they didn't.",ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_11.wav
4.26659375,19.97721875,SPEAKER_00,0.3931677043437958,0," Look, Mom, it's the Birdman of Bikini Bottom. Wow! I wonder why he's still using his legs. Come on, Birdman. Flap your wings and fly. Oh! Ha-ha-ha-ha! Hey, Birdman, go and check on your...",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_12.wav
0.03096875,4.82346875,SPEAKER_03,0.3065613210201263,0, Maybe he's looking for a statue to poop on.,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_13.wav
12.535343750000004,19.97721875,SPEAKER_01,0.4761533141136169,1, Lonnie is that you? Not now! Kisai! The ominous fly-endarchman!,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_13.wav
0.03096875,7.32096875,SPEAKER_01,0.3019002676010132,0," Ah! Bonnie, this is great new product called Toothpaste.",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_14.wav
7.03409375,11.97846875,SPEAKER_03,0.3618882596492767,0," I think you should try it. Mommy, my crabby pellet taste funny.",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_14.wav
11.97846875,13.53096875,SPEAKER_02,0.4884421229362488,0," Well, no wonder.",ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_14.wav
13.53096875,17.04096875,SPEAKER_00,0.4709795713424682,0, It's all old and dried out like that man right there.,ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_14.wav
18.27284375,19.97721875,SPEAKER_00,0.3918606042861938,0, Now put that thing where it belongs.,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_14.wav
6.98346875,9.73409375,SPEAKER_00,0.3843495845794678,1, I like random air. Congratulations.,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_15.wav
11.03346875,19.97721875,SPEAKER_01,0.4740554094314575,0, That we get an assignment! Everyone must write an essay on what not to do at a stoplight. Oh! Did you hear that?,ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_15.wav
0.03096875,6.03846875,SPEAKER_01,0.3731287717819214,0, What not to do with a stoplight? In no less than 800 words! Oh!,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_16.wav
6.03846875,11.168468750000002,SPEAKER_03,0.3232313096523285,0," I do hear that! 800 words! Yeah, I know!",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_16.wav
11.168468750000002,15.437843750000004,SPEAKER_02,0.5186553597450256,0," Congratulations sir, your crabby patty pizzas here!",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_16.wav
15.437843750000004,19.53846875,SPEAKER_00,0.4372779130935669,1," Well, thanks, I've been dying for one of these. It... where's my drink?",ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_16.wav
0.6215937500000001,7.30409375,SPEAKER_00,0.4800630211830139,1," What drink? My drink? My diet, Dr. Kelp? Don't tell me you forgot my drink!",ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_17.wav
7.30409375,12.805343750000002,SPEAKER_01,0.5324339866638184,0, But you didn't know do any- How am I supposed to eat this pizza without my drink?!,ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_17.wav
13.868468750000002,19.97721875,SPEAKER_01,0.48614501953125,1," Can't you ever one steak of the customer? You call yourself a delivery boy? Well, I-",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_17.wav
3.2034687500000003,7.472843750000001,SPEAKER_02,0.4323585331439972,1, Way to go buddy. It took us three days to make that potato salad.,ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_18.wav
7.472843750000001,14.47596875,SPEAKER_00,0.4319005906581878,1, Three days! Alright! Put the money in the bag! Put it!,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_18.wav
14.47596875,18.27284375,SPEAKER_01,0.4658504128456116,1," Um, you're facing the wrong way, sir.",neu,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_18.wav
0.03096875,5.27909375,SPEAKER_00,0.4316853582859039,1," All right, give me the money! Will that be from your savings or your checking accounts, sir?",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_19.wav
6.03846875,8.24909375,SPEAKER_00,0.3951963186264038,1, May I please see some identification?,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_19.wav
14.30721875,19.97721875,SPEAKER_01,0.3926628828048706,1," Sir, we are showing a balance of $0.00 and 0 cents for both of your accounts. Oh.",neu,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_19.wav
0.84096875,6.494093750000001,SPEAKER_01,0.3126049637794494,0, That's a good idea! You and the children are crawling in small places you couldn't normally reach!,ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_20.wav
6.74721875,9.98721875,SPEAKER_00,0.358361542224884,1, This is a lot of particles,sad,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_20.wav
9.98721875,19.97721875,SPEAKER_02,0.4049293398857116,0," I heard that! No one's going anywhere till we fun SpongeBob. Uh, wait. Uh, here he is. Not eight SpongeBob? SpongeBob is square?",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_20.wav
0.03096875,3.82784375,SPEAKER_01,0.4611398577690124,1, I'm ready. I'm ready.,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_21.wav
4.654718750000001,6.17346875,SPEAKER_00,0.4079931676387787,1, My phone square bob.,neu,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_21.wav
6.17346875,9.059093750000002,SPEAKER_03,0.3118257820606231,0," That's just a cereal box. So, it's his yellow.",ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_21.wav
9.059093750000002,12.07971875,SPEAKER_02,0.5205130577087402,1," Here he is! Hey, can I go home now?",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_21.wav
13.024718750000002,15.015968750000004,SPEAKER_04,0.3285002410411834,0, Oh! He's up in the sky!,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_21.wav
16.652843750000002,19.36971875,SPEAKER_04,0.2529256045818329,0," Oh, here's my... Huh? Wait...",neu,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_21.wav
0.03096875,5.970968750000001,SPEAKER_03,0.4474025368690491,1," search some more. Hey you! Tap of the morning, oldster. Hey, I sure you aren't TV-",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_22.wav
5.970968750000001,8.535968750000002,SPEAKER_02,0.4513131976127624,1, He last night! New Brent!,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_22.wav
13.19346875,19.97721875,SPEAKER_01,0.5224635601043701,0," You did? Yeah! You were on a commercial! You're right! Wow! Hey, recognize!",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_22.wav
0.03096875,6.51096875,SPEAKER_00,0.5623812079429626,1," me. Yep, see you later, brand-fledged. What a nice cereal box.",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_23.wav
7.97909375,11.13471875,SPEAKER_03,0.5036097764968872,1, Thanks! I am very fashionable today!,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_23.wav
11.13471875,14.98221875,SPEAKER_02,0.3511967360973358,0," Hey square fashion, nice coat tour. My thing.",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_23.wav
14.98221875,19.97721875,SPEAKER_04,0.4525189995765686,1, So that nice do SpongeBob,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_23.wav
0.03096875,9.04221875,SPEAKER_03,0.3417409658432007,0," Yeah, where can I get one? Ah! Ah! Wow! That wig really suits you. Ah!",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_24.wav
10.03784375,12.78846875,SPEAKER_01,0.3474368751049042,1," Bring it on, old man! Bring it on!",ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_24.wav
12.78846875,16.73721875,SPEAKER_02,0.4153466820716858,0," No people, let's be smart and bring it off.",ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_24.wav
16.73721875,19.97721875,SPEAKER_00,0.3919306993484497,0," Oh ho, so now the talking cheese is gonna preach to us.",ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_24.wav
0.03096875,5.042843750000001,SPEAKER_00,0.4010168612003326,1," Yes, wait, wait! I know, tensions are high!",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_25.wav
8.46846875,14.15534375,SPEAKER_02,0.3382316827774048,0," I don't know, but it's serious isn't it?",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_25.wav
15.31971875,19.97721875,SPEAKER_01,0.2407929897308349,0," Hey, deodorant. Huh, let's see. Roll on Earth stick.",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_25.wav
1.29659375,3.11909375,SPEAKER_03,0.3945244550704956,1, I think she should buy both.,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_26.wav
3.2372187500000003,7.97909375,SPEAKER_02,0.5200409293174744,1," Ha ha ha! Huh? Hey look, guys! It's the stupid...",hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_26.wav
7.97909375,12.41721875,SPEAKER_01,0.5140340328216553,1, Squirrel! I know let's try and communicate with it.,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_26.wav
14.712218750000002,17.61471875,SPEAKER_00,0.2545068860054016,1, You're here.,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_26.wav
16.973468750000002,19.16721875,SPEAKER_02,0.324961394071579,0, No! No!,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_26.wav
1.76909375,4.85721875,SPEAKER_02,0.2605527937412262,0, Hello little critter! What's your name?,ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_27.wav
4.53659375,9.97034375,SPEAKER_01,0.3672530651092529,0," Don't stand too close to a squirrel, Billy! You'll catch it stupid! Okay, ma'am.",ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_27.wav
15.84284375,18.37409375,SPEAKER_03,0.4330730736255646,0," Excuse me, Miss. I don't want to have to report you again.",ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_27.wav
0.03096875,6.78096875,SPEAKER_00,0.5765494704246521,0, Is it the homework pencil on the left side of the paper next to the quiz pencil or over on the right side all by itself?,ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_28.wav
6.78096875,10.10534375,SPEAKER_03,0.3577161431312561,0, I think it goes stuck inside your- Wait! I got it!,ang,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_28.wav
10.10534375,15.47159375,SPEAKER_02,0.4449691474437713,1, to continue. Only you can bring on your...,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_28.wav
3.5578437500000004,5.05971875,SPEAKER_00,0.4682627618312835,1, Back to the plate.,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_29.wav
8.907218750000002,12.46784375,SPEAKER_02,0.4488405585289001,1, For years it has been my goal to have gotten a secret formula.,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_29.wav
12.46784375,15.99471875,SPEAKER_01,0.2481723576784134,1, Bed habit ... You created a Undead Mold I feel like l hear,hap,30_Savage_Background_Fish_Moments_SpongeBob_16k_chunk_29.wav
