Start Time,End Time,Speaker,Age,Gender,Transcription,emotion,Audio File Path
4.92471875,8.02971875,SPEAKER_00,0.4891652464866638,1," I'm the axiom, you will survive.",neu,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_5.wav
8.02971875,10.98284375,SPEAKER_01,0.5328676104545593,1, I don't want to survive! I want to live!,ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_5.wav
10.98284375,15.52221875,SPEAKER_03,0.2964050471782684,0, Things are simpler when you're children.,sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_5.wav
16.180343750000002,18.74534375,SPEAKER_03,0.3668454885482788,0, But you're older now and...,sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_5.wav
4.03034375,19.97721875,SPEAKER_00,0.5928290486335754,1," What is the point of being realistic? Setting limits. If you want to achieve your dreams, to attain the visions you have of yourself in your mind, to turn your imaginations into realities, you must believe that even the impossible is possible. I can't...",neu,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_6.wav
0.03096875,5.24534375,SPEAKER_01,0.3752109408378601,1," be truthful with you. Because it seems like no matter what I do, you disapprove. No, God.",ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_7.wav
5.24534375,7.844093750000001,SPEAKER_02,0.6072673201560974,0, I know you love playing music is,ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_7.wav
7.844093750000001,12.974093750000002,SPEAKER_03,0.3956181406974792,1, I think about from the moment I wake up in the morning to the moment I fall asleep at night.,ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_7.wav
12.974093750000002,19.16721875,SPEAKER_00,0.4679064154624939,0," If you can't eat dreams for breakfast, Joey. Then I don't wanna eat. This isn't about my career.",ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_7.wav
0.79034375,4.13159375,SPEAKER_01,0.465664803981781,1, It's my reason for living. And I know dad felt the same way.,sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_8.wav
5.2115937500000005,10.746593750000002,SPEAKER_01,0.4127066135406494,1," I'm just afraid that if I die today, that my life would have amounted to nothing.",ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_8.wav
11.72534375,19.97721875,SPEAKER_00,0.5474141240119934,1," Think about it. If you were to die today, what would you regret not having done? Once you have the answer, you'll know what you want to do.",ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_8.wav
0.03096875,11.52284375,SPEAKER_01,0.5522810220718384,1," more than anything. Being with your loved ones, daring to try that thing you really want but never did because you were always afraid. Being free to say what you think and feel towards others.",sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_9.wav
11.52284375,15.10034375,SPEAKER_02,0.5478256344795227,1, doesn't matter what they call you. It's the deeds make the man.,sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_9.wav
15.99471875,19.97721875,SPEAKER_00,0.4018501043319702,1," If my deeds just made things worse, I'm a fraud, I'm a phony.",hap,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_9.wav
0.03096875,3.91221875,SPEAKER_00,0.500325620174408,1," My friends believed in me, but they need some kind of hero.",sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_10.wav
6.156593750000001,9.750968750000002,SPEAKER_03,0.5169401168823242,1," But I can't go back. Don't know that you got a choice, son.",sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_10.wav
14.020343750000002,19.97721875,SPEAKER_04,0.5996382832527161,1," No man can walk out on his own story. Believe me, our life passes minute by minute.",sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_10.wav
0.03096875,19.97721875,SPEAKER_00,0.5351816415786743,1," And never goes back. You lose nothing by trying. Fail if necessary. Don't listen to negative comments. Even the greatest of the great have them. Stop thinking about whether it will go wrong. If it does, you'll learn to do better next time. But don't hold back. Say yes to what you love. What are you trying to keep out? Just tell me to...",ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_11.wav
0.03096875,2.5959687500000004,SPEAKER_01,0.4621160328388214,1," and every one, okay!",hap,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_12.wav
4.45221875,6.4772187500000005,SPEAKER_03,0.4273266792297363,1," And what's your problem? Shrek, what you gotta guess the whole-",neu,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_12.wav
5.53221875,7.523468750000001,SPEAKER_02,0.3912949562072754,1, What you gotta get the whole world in?,neu,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_12.wav
7.523468750000001,13.969718750000002,SPEAKER_00,0.5302276015281677,1," Look, I'm not the one with the problem, okay? It's the world that seems to have a problem with me. People take one look-",ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_12.wav
13.969718750000002,19.03221875,SPEAKER_01,0.4707611203193664,1, Get me and go AHHHHH HELP! Run! Big stupid ugly ogre!,hap,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_12.wav
1.41471875,3.30471875,SPEAKER_01,0.3184655606746673,1, They judge me before they leave me.,sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_13.wav
6.966593750000001,19.97721875,SPEAKER_00,0.5711347460746765,1, Are you really going to let other people's opinions stop you? Please look at yourself. You are so much more than their criticisms. Let them talk. They know nothing about the process. They only give their opinions because...,ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_13.wav
0.03096875,14.00346875,SPEAKER_00,0.5850091576576233,1," because they don't dare to try it themselves. They are afraid, afraid of you, envious that you succeed when they could not. Stop paying attention to them. Don't give them your time and let your results respond to their comments.",sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_14.wav
3.675968750000001,6.08909375,SPEAKER_02,0.4982418417930603,0, I'm not good enough. It's just...,sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_15.wav
10.15596875,19.97721875,SPEAKER_01,0.3800618052482605,1," I can see my whole life laid out ahead of me. I'm trying my best. Trying to make everyone proud, but the whole time.",sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_15.wav
0.03096875,2.07284375,SPEAKER_00,0.4696506261825561,1, feels like something is missing.,sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_16.wav
2.96721875,19.97721875,SPEAKER_00,0.5095135569572449,1," It's normal to feel this way. What you lack is a sense of purpose, a goal. Discovering something that fascinates you to do in life is not an easy task. But it's a matter of sitting down and thinking about what you like, what you enjoy doing without getting tired. Oh.",neu,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_16.wav
0.03096875,14.05409375,SPEAKER_01,0.5568027496337891,1," new doors, dare to try new experiences. And from there, start thinking about options, discovering what makes you happiest. And if what you love doesn't exist yet, make it a reality. You have that power.",neu,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_17.wav
14.222843750000004,19.97721875,SPEAKER_00,0.4324233829975128,1," Oh come now, Billy, you must have a dream. You want to live before I read your immortal soul? Yeah!",sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_17.wav
0.87471875,7.371593750000001,SPEAKER_01,0.2772038877010345,0," You're digging you, baby! There are no stupid dreams, Billy. Only stupid people who never lived them.",sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_18.wav
7.371593750000001,10.476593750000005,SPEAKER_00,0.4198569059371948,1, Now don't give your life's dream before it's too late.,ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_18.wav
10.476593750000005,15.87659375,SPEAKER_02,0.4823019504547119,0," No, we don't know what's over there. Maybe nothing. It's too risky.",hap,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_18.wav
18.10409375,19.97721875,SPEAKER_00,0.4891019463539123,1, It's a chance. The only-,sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_18.wav
0.03096875,19.97721875,SPEAKER_00,0.523959755897522,1," Those who don't dare to try. Because of what others might say, because they believe they are incapable, they make excuses. I don't have time. I lack this or that. My parents don't support me. My friends. If you truly want something and you are happy doing it, just go for it. It's your life. You are free.",sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_19.wav
0.03096875,1.88721875,SPEAKER_02,0.486467182636261,1, to do and be whatever you want.,sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_20.wav
2.56221875,8.40096875,SPEAKER_00,0.4980112314224243,0," Don't rush through it, take your time, and really appreciate what's right in front of you.",sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_20.wav
9.177218750000002,13.058468750000005,SPEAKER_03,0.3536346554756164,0, My mother was told me that bad news was just good news in disguise.,sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_20.wav
13.058468750000005,19.97721875,SPEAKER_01,0.6207748055458069,1, Was this before she abandoned you? Yes it was. But the point thing that even though all things look bad is a rainbow.,ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_20.wav
0.03096875,19.97721875,SPEAKER_00,0.5813695788383484,1," around every corner. Sometimes we don't realize that it is behind suffering, where what we want lies, and we stop. But it is behind hard work, constant effort, limitless discipline, and the shadows of fear where our dreams are found. Only by going through these things, will we climb...",sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_21.wav
0.03096875,2.8153437500000003,SPEAKER_00,0.5801594853401184,1, the latter step by step until we reach the top.,ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_22.wav
4.43534375,11.62409375,SPEAKER_03,0.477088451385498,0, Why? To compete. Why? Because I have to fight. Why? Because I have to be the best.,hap,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_22.wav
13.53096875,19.50471875,SPEAKER_02,0.3579378128051758,0, So people will like me? But lots of people already like you. Really? Like who?,hap,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_22.wav
3.57471875,7.523468750000001,SPEAKER_00,0.2586554288864136,0, It's two o'clock already. I'm too late.,hap,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_23.wav
7.523468750000001,19.97721875,SPEAKER_01,0.516981303691864,1, Don't change to be like by others. Don't do things to gain their approval. Be yourself and do what you enjoy. The right people will come into your life and never forget that we are what we leave in the hearts of God.,sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_23.wav
0.03096875,7.371593750000001,SPEAKER_00,0.3383696675300598,1, at least she treats me like I'm somebody. Yeah but would she love you if you were nobody? Nobody loved me when I was nobody. I did!,ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_24.wav
4.45221875,6.072218750000001,SPEAKER_03,0.3750876784324646,1, Nobody loved me when I was no-,ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_24.wav
13.15971875,14.661593750000002,SPEAKER_02,0.3647920489311218,0, And before the fame!,hap,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_24.wav
18.22221875,19.97721875,SPEAKER_01,0.3726371228694916,0," To me, you were a somebody!",ang,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_24.wav
0.03096875,1.54971875,SPEAKER_01,0.3827196359634399,0," Oscar, now you're nothing.",neu,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_25.wav
2.15721875,4.199093749999999,SPEAKER_01,0.5055816769599915,1, You know what? When we met,sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_25.wav
4.85721875,7.050968750000001,SPEAKER_01,0.4501267969608307,1, I don't think he was just big stupid act.,sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_25.wav
9.227843750000002,19.97721875,SPEAKER_00,0.5427162647247314,1," I know. Let's look around us and see how fortunate we are for everything we have. We don't need more than this to be happy. It's not the destination, it's the journey.",hap,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_25.wav
0.03096875,4.45221875,SPEAKER_01,0.463001549243927,1," It's the moments lived. Don't chase happiness, create it.",neu,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_26.wav
5.4478437500000005,12.535343750000004,SPEAKER_00,0.4037869870662689,0," Yeah, I don't know what to do with this. But if you think you need those lives... Thank you, Perrito.",neu,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_26.wav
13.56471875,19.97721875,SPEAKER_00,0.48333540558815,0," You know, I've only ever had one life, but sharing it with you and Kitty has made it pretty.",sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_26.wav
0.03096875,4.334093750000001,SPEAKER_01,0.4591885805130005,1, special. Maybe one life is enough.,sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_27.wav
4.334093750000001,19.97721875,SPEAKER_00,0.5490320920944214,1," It is more than enough to achieve anything you want to make your dreams a reality. Don't be afraid to dream big. I want you to do it. Look at what you have accomplished in everything that lies ahead. Observe every progress you've made, every obstacle you've overcome.",sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_27.wav
0.03096875,14.40846875,SPEAKER_01,0.5774317383766174,1," You can handle the next ones. Don't get carried away by what if this or that had happened. Whatever it is that you are passionate about, go for it no matter what. A single life has a measurable value and infinite potential.",neu,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_28.wav
14.965343750000002,18.03659375,SPEAKER_00,0.4447702169418335,0," I never got my spark. Yes, you did.",sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_28.wav
4.35096875,10.493468750000002,SPEAKER_00,0.451761245727539,1, Your spark isn't your purpose. That last box feels in when you're ready to come live.,sad,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_29.wav
11.72534375,19.97721875,SPEAKER_01,0.4879581928253174,0," What would you do if you were me? If I had done everything you've done, sleep till I'm 40. I mean, what should I do with my life?",hap,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_29.wav
0.03096875,2.14034375,SPEAKER_00,0.5598601698875427,0, may be start living it,neu,ANIMATED_Movie_QUOTES_That_Will_LEAVE_You_SPEECHLESS_16k_chunk_30.wav
